u,v,weight
166444,8316,8.3763
206924,730796,8.3798
321180,843916,8.3799
115548,110828,8.3807
405516,66684,8.3854
591516,352972,8.3891
304316,131548,8.3910
660428,436540,8.3919
407916,80044,8.3922
859708,654540,8.3925
768860,726860,8.3944
757884,969004,8.3957
478332,321228,8.3958
933468,734140,8.3985
142476,79244,8.4023
465116,348748,8.4029
922188,608412,8.4045
77820,53804,8.4054
494188,271740,8.4056
344732,3436,8.4057
321836,277148,8.4071
662940,869756,8.4099
856140,47036,8.4103
723964,712044,8.4105
202284,46236,8.4119
97228,607756,8.4120
730700,703356,8.4131
220460,756924,8.4137
335164,189404,8.4161
397308,307884,8.4174
773772,666220,8.4187
71468,36476,8.4231
489868,89884,8.4243
908428,18428,8.4249
230732,226028,8.4269
170220,443948,8.4270
760396,142508,8.4274
89404,69820,8.4286
73596,34140,8.4300
202908,475980,8.4317
469308,886908,8.4321
449932,317788,8.4330
800588,974012,8.4339
398444,893356,8.4406
477644,740604,8.4415
426828,592828,8.4432
969404,826364,8.4479
207340,166988,8.4488
114812,237052,8.4492
118412,95884,8.4494
155404,66956,8.4499
184492,338732,8.4506
952700,975436,8.4507
139436,831548,8.4521
795452,590796,8.4531
130332,92524,8.4535
860348,588700,8.4544
47228,40828,8.4549
643180,131980,8.4564
323948,42172,8.4567
768556,275132,8.4576
993756,756780,8.4581
733356,611500,8.4593
195340,23100,8.4594
363468,132764,8.4606
603916,302508,8.4611
997788,693372,8.4633
309900,782076,8.4640
222508,691644,8.4648
408172,177468,8.4654
942588,907980,8.4662
96060,12908,8.4667
792556,934348,8.4685
98364,405420,8.4691
257260,214956,8.4714
667212,77852,8.4779
171068,159756,8.4805
789132,769532,8.4850
598572,297628,8.4854
851132,466188,8.4857
750316,384204,8.4861
490844,393004,8.4928
398220,965708,8.4932
619292,170172,8.4948
338636,200108,8.4954
47852,47628,8.4965
343036,226668,8.4967
441900,681564,8.4980
580748,296620,8.4983
924316,346972,8.4990
128348,187260,8.5012
445692,274156,8.5029
82124,53148,8.5030
775644,261740,8.5032
699708,27516,8.5033
63180,143228,8.5047
90876,50364,8.5053
117900,61340,8.5096
311340,411436,8.5135
170364,116700,8.5143
72444,515148,8.5146
596940,398588,8.5149
295788,204556,8.5159
672044,996204,8.5174
145356,21756,8.5179
186556,13148,8.5191
786188,995068,8.5203
54252,25468,8.5214
7852,4636,8.5218
31484,6044,8.5226
607516,771084,8.5231
311452,782268,8.5231
26876,20412,8.5236
392092,181708,8.5238
218972,130812,8.5245
196300,169644,8.5261
723628,543372,8.5265
904732,530652,8.5279
536508,439484,8.5315
63404,432588,8.5318
480588,810332,8.5363
32988,30876,8.5372
277788,12300,8.5384
772988,599692,8.5402
591820,552988,8.5412
569148,700252,8.5420
82332,426092,8.5422
493516,330796,8.5436
890172,133212,8.5437
502428,180188,8.5444
943292,740172,8.5452
371372,351980,8.5456
628348,615340,8.5463
274492,200044,8.5470
17388,13036,8.5471
875228,490844,8.5478
304284,72348,8.5487
210364,24348,8.5497
547452,517148,8.5502
774188,625740,8.5506
947324,734076,8.5507
895516,648156,8.5560
607132,427788,8.5565
95164,192124,8.5590
464940,191228,8.5598
871772,138300,8.5606
372380,65564,8.5633
719852,117164,8.5658
868028,152780,8.5661
481100,233852,8.5667
960636,355660,8.5673
353772,173996,8.5693
984524,476732,8.5698
92028,730556,8.5708
862236,116012,8.5709
845132,392236,8.5710
65180,64428,8.5711
231900,171468,8.5713
764524,953916,8.5732
107708,50188,8.5733
245212,20828,8.5748
690860,165804,8.5755
404764,147468,8.5756
964236,23196,8.5764
404364,84796,8.5765
535516,312188,8.5765
198860,190892,8.5784
684044,16764,8.5786
417772,407580,8.5786
352172,338972,8.5787
375228,15836,8.5817
105212,947596,8.5822
79388,190908,8.5823
142460,169628,8.5823
582636,559900,8.5856
728428,598700,8.5880
20332,5308,8.5884
718652,395420,8.5888
145996,11580,8.5918
937868,456860,8.5922
353420,468204,8.5935
608956,125628,8.5951
240092,137356,8.5956
109548,105644,8.5969
334748,149820,8.5986
334412,282460,8.5988
226668,774524,8.5996
781164,530396,8.6031
766668,541388,8.6033
533324,458764,8.6048
543004,300652,8.6054
183260,159244,8.6079
675516,545980,8.6109
332460,168684,8.6109
28316,267324,8.6114
504972,607100,8.6123
325196,95116,8.6159
617100,401292,8.6159
492028,410988,8.6160
741356,572492,8.6168
22812,216332,8.6181
522620,302204,8.6211
304124,296780,8.6216
479708,8076,8.6218
799788,143484,8.6220
162540,167708,8.6232
779932,538124,8.6254
145628,37932,8.6260
404012,289772,8.6263
98060,45004,8.6284
664332,592236,8.6291
135852,941180,8.6291
737180,14908,8.6293
101852,11708,8.6307
349228,204348,8.6314
439196,191500,8.6334
880092,626156,8.6352
456300,678396,8.6358
806316,27932,8.6362
842060,271148,8.6366
198940,15532,8.6369
784684,141788,8.6409
591884,480972,8.6411
642892,312732,8.6419
96268,47468,8.6422
273340,789596,8.6446
467836,26748,8.6448
276604,154044,8.6460
655036,147004,8.6477
56444,22956,8.6480
815868,523756,8.6502
247932,221580,8.6507
131148,74204,8.6508
939980,831068,8.6517
252732,949180,8.6517
708796,269772,8.6538
564460,741916,8.6544
716092,237500,8.6571
972044,980332,8.6605
805548,524668,8.6646
147564,697580,8.6648
345324,782572,8.6654
916236,8572,8.6658
183116,919036,8.6681
755100,121292,8.6683
845788,807308,8.6694
973452,764732,8.6695
517900,868396,8.6710
130300,16124,8.6729
877196,437900,8.6739
953308,226316,8.6749
836476,756396,8.6749
220652,712204,8.6758
870572,33452,8.6761
974108,402748,8.6766
889868,583676,8.6773
295772,2796,8.6774
493404,70412,8.6775
127820,10028,8.6799
251244,108060,8.6816
977020,252556,8.6828
31868,6268,8.6841
477580,21020,8.6846
269788,779068,8.6852
468492,432620,8.6852
600012,599948,8.6856
8460,683580,8.6865
362364,329836,8.6907
258620,571564,8.6931
916956,507724,8.6954
421484,320604,8.6966
375164,70188,8.6972
689404,518588,8.6985
626556,172028,8.7024
533036,4188,8.7029
671180,4508,8.7036
383084,180124,8.7057
864188,51628,8.7068
946444,418764,8.7070
214716,51724,8.7111
838572,502236,8.7111
481932,385276,8.7125
11436,71116,8.7126
823452,245292,8.7134
27324,595772,8.7138
637036,59052,8.7162
400684,623212,8.7169
735548,762556,8.7207
167532,117756,8.7225
929132,617772,8.7246
354140,318156,8.7257
215516,71068,8.7266
653164,277788,8.7270
600604,848092,8.7278
426364,107724,8.7282
684860,689644,8.7286
40940,164924,8.7296
247596,484012,8.7331
146972,96812,8.7337
196396,786508,8.7379
991708,661212,8.7387
165212,312604,8.7410
971884,883996,8.7420
537868,598652,8.7432
352860,69532,8.7440
155276,98284,8.7461
269404,119644,8.7461
896028,741868,8.7478
496124,172172,8.7484
242220,756700,8.7486
403916,202796,8.7501
24332,552764,8.7522
461308,71500,8.7530
297276,840956,8.7534
414652,9004,8.7548
375228,38140,8.7556
739452,121260,8.7576
585644,954796,8.7577
134508,621580,8.7579
687228,711260,8.7586
675116,900796,8.7588
356108,288140,8.7589
586668,113452,8.7597
520444,459292,8.7619
51852,379868,8.7648
805724,98300,8.7659
902236,555036,8.7660
68204,663676,8.7661
312300,792524,8.7665
994364,540364,8.7669
571036,237340,8.7671
940940,784844,8.7672
827660,46044,8.7687
393548,197308,8.7687
621548,498700,8.7709
840252,758540,8.7710
173500,70796,8.7713
148092,9084,8.7713
982540,867644,8.7715
714572,446620,8.7727
723580,168044,8.7732
504828,62284,8.7734
413916,357836,8.7736
316812,112300,8.7741
823612,381196,8.7742
497244,468540,8.7750
772172,577116,8.7770
58044,52796,8.7806
743020,378236,8.7826
258428,280972,8.7831
46188,481596,8.7834
961276,25964,8.7841
935740,703804,8.7848
263340,117420,8.7865
960332,126476,8.7877
417820,97036,8.7880
660204,780108,8.7887
545196,684876,8.7893
902172,838940,8.7903
744012,660844,8.7931
538124,160380,8.7939
201772,125532,8.7943
686428,547276,8.7949
869964,639100,8.7952
641948,17468,8.7990
649932,202764,8.7992
769676,69708,8.8011
755420,638684,8.8016
908652,506572,8.8028
598028,464700,8.8028
670556,137468,8.8037
716764,459148,8.8076
639004,597324,8.8084
757116,164444,8.8086
838988,812572,8.8091
240220,93148,8.8096
289820,116364,8.8104
206204,557756,8.8111
944764,967404,8.8111
795052,312716,8.8123
925404,113932,8.8137
582748,435628,8.8137
489612,123452,8.8153
44620,54220,8.8169
52844,290268,8.8170
75372,726412,8.8177
166172,357836,8.8181
29852,240476,8.8240
637708,879740,8.8241
955340,752892,8.8255
439004,905996,8.8260
574796,409532,8.8275
296412,368748,8.8314
760060,613020,8.8343
909980,682140,8.8344
746300,405948,8.8348
300108,840812,8.8349
675868,331836,8.8362
713788,316652,8.8397
609580,661004,8.8397
162060,136396,8.8397
946732,562876,8.8398
774044,631532,8.8409
577532,21612,8.8423
457052,873004,8.8435
823116,801564,8.8439
939068,641116,8.8472
78364,641756,8.8492
966060,369964,8.8496
329804,292204,8.8499
463548,82492,8.8505
87708,25836,8.8509
440460,195564,8.8510
768668,879468,8.8519
973180,188,8.8551
517020,178492,8.8559
521180,106876,8.8561
536716,125660,8.8584
326796,287660,8.8589
430044,406396,8.8624
341724,40860,8.8636
308668,763756,8.8640
76812,662988,8.8647
479052,236108,8.8647
6764,4732,8.8662
843948,204332,8.8665
16332,295836,8.8678
134860,77564,8.8699
716044,671804,8.8700
260316,167244,8.8715
976316,545532,8.8749
590876,216764,8.8762
677788,53484,8.8777
683676,555180,8.8785
353020,210364,8.8809
281564,64988,8.8814
739484,444572,8.8834
560860,518300,8.8835
529996,535788,8.8835
622668,342556,8.8848
451724,86908,8.8866
291196,233500,8.8868
943804,79276,8.8889
326412,49244,8.8897
548156,796636,8.8898
40028,12108,8.8904
648188,103052,8.8935
848796,571020,8.8971
295100,904204,8.8975
517772,137180,8.8993
238124,64812,8.8998
212140,120412,8.9009
898700,103004,8.9017
145052,775436,8.9046
962924,170268,8.9058
916028,787164,8.9117
8428,731356,8.9118
301324,97260,8.9156
519420,445436,8.9183
302812,416300,8.9183
534012,402812,8.9186
756508,447356,8.9194
907260,852716,8.9213
672396,548124,8.9220
208268,196828,8.9228
459580,684588,8.9230
958092,323164,8.9232
788140,594412,8.9235
672092,50588,8.9247
505692,458204,8.9270
54460,43916,8.9274
900124,177612,8.9280
718460,731388,8.9282
318028,29404,8.9297
768460,652716,8.9297
832492,532716,8.9299
939644,890972,8.9299
61532,484108,8.9300
760236,515404,8.9303
842812,528188,8.9325
861548,777020,8.9346
804524,448332,8.9353
679692,840716,8.9365
113068,87228,8.9367
646188,388124,8.9375
180188,305148,8.9387
466972,630764,8.9409
186332,128396,8.9426
120556,536668,8.9431
77116,3052,8.9450
174300,543420,8.9458
301548,483836,8.9471
826252,336924,8.9486
137788,41564,8.9514
441804,966540,8.9516
677948,5644,8.9536
489244,18396,8.9555
351676,902284,8.9568
689676,973292,8.9616
285452,205644,8.9635
75004,73820,8.9659
26796,25116,8.9661
612380,225804,8.9669
255452,229708,8.9717
467596,139916,8.9718
879580,305788,8.9724
944364,574172,8.9724
713836,396092,8.9761
244076,685084,8.9772
707100,514668,8.9776
781388,57900,8.9794
693180,296444,8.9796
457004,377084,8.9808
499452,708876,8.9817
314908,381276,8.9832
504124,261228,8.9834
972716,397404,8.9837
446908,265676,8.9838
770444,665852,8.9840
150956,6428,8.9845
623308,76236,8.9845
402348,165612,8.9848
213340,115068,8.9852
130796,98300,8.9868
559004,942492,8.9872
742732,307388,8.9887
125772,87612,8.9895
561932,61548,8.9903
54556,36956,8.9922
980604,374044,8.9954
606476,922140,8.9960
844444,399180,8.9971
812,380,8.9972
993084,194028,8.9991
38300,2380,9.0022
700572,33500,9.0031
189452,144588,9.0041
664092,192476,9.0047
419100,762348,9.0104
640284,128812,9.0111
519964,54300,9.0112
102620,71964,9.0129
925436,591676,9.0131
199132,261564,9.0133
124220,39820,9.0141
420124,60460,9.0146
152428,21804,9.0147
560252,326892,9.0155
291260,759180,9.0159
722588,162524,9.0199
371228,237884,9.0209
560668,477276,9.0260
657644,722332,9.0270
757740,546716,9.0297
891836,553804,9.0300
247772,296172,9.0307
522972,19116,9.0316
794444,237020,9.0331
172796,931516,9.0360
759020,463212,9.0365
543084,64780,9.0366
979276,682876,9.0369
866492,694540,9.0372
292044,77804,9.0377
230460,57468,9.0394
721692,619292,9.0395
16972,685420,9.0403
450092,23756,9.0424
20636,728284,9.0427
438780,118860,9.0429
735180,117660,9.0447
112796,38828,9.0455
116636,100492,9.0459
781628,638364,9.0468
818252,631036,9.0488
18524,17932,9.0497
533676,328460,9.0510
569164,891180,9.0515
607916,459628,9.0545
496044,945788,9.0551
544140,697068,9.0583
750012,450748,9.0586
757900,386652,9.0594
347308,135948,9.0595
690556,550988,9.0602
273052,210236,9.0615
476748,265964,9.0618
204252,120764,9.0624
490604,741788,9.0628
103868,99436,9.0635
748876,433196,9.0636
785340,267804,9.0637
162252,959308,9.0653
548492,802092,9.0661
903980,984284,9.0694
734972,179180,9.0694
446748,746924,9.0696
851148,355612,9.0705
371532,863996,9.0707
29692,20492,9.0707
278540,113372,9.0711
467308,993676,9.0715
72508,355468,9.0716
267852,761404,9.0718
666364,656108,9.0733
179564,79660,9.0749
255484,263628,9.0780
54956,543756,9.0791
901260,736748,9.0791
696620,419756,9.0821
290556,635516,9.0825
419692,45404,9.0828
426812,346268,9.0835
180604,137932,9.0843
847980,185084,9.0844
927532,199084,9.0846
574732,336300,9.0852
979148,258348,9.0857
235836,111980,9.0870
910236,515836,9.0887
377596,585340,9.0895
779852,566668,9.0904
485020,967692,9.0904
734348,536044,9.0920
548860,388572,9.0935
294188,276652,9.0937
949772,613212,9.0943
68140,58460,9.0945
764028,332236,9.0949
941868,579180,9.0959
490828,443820,9.1007
283852,139468,9.1019
826460,362620,9.1022
120700,59484,9.1038
889580,74284,9.1038
699852,11948,9.1045
490364,170316,9.1049
472316,680188,9.1051
777468,273900,9.1051
959740,19692,9.1058
759132,416556,9.1060
65868,892876,9.1063
133116,568316,9.1069
728732,845852,9.1071
998428,123692,9.1090
300316,131228,9.1093
724812,644092,9.1096
94348,33004,9.1097
824956,118044,9.1103
155676,312076,9.1112
535004,159196,9.1120
907804,704476,9.1123
250956,177724,9.1129
755516,680828,9.1136
621468,50508,9.1140
992988,197660,9.1163
237820,46940,9.1165
737004,532876,9.1165
535836,490460,9.1194
645356,107276,9.1227
818364,120588,9.1228
801196,23132,9.1228
222540,44684,9.1229
136524,792156,9.1240
478060,427036,9.1243
474604,32812,9.1246
795900,923260,9.1256
205100,443932,9.1258
761676,697836,9.1272
312988,283996,9.1291
462220,422428,9.1304
165884,28780,9.1348
836332,818444,9.1355
748668,171100,9.1366
931996,610636,9.1379
732908,778284,9.1382
163708,58988,9.1388
589596,229388,9.1396
811244,947276,9.1412
442220,191916,9.1418
253500,223868,9.1426
689020,554380,9.1430
584796,392812,9.1433
138476,5340,9.1441
925356,674220,9.1464
306732,410444,9.1464
426588,131084,9.1478
183980,148780,9.1491
44764,35500,9.1502
889372,236972,9.1509
540124,388764,9.1537
904924,892044,9.1548
864716,858556,9.1584
739148,367980,9.1585
209804,156108,9.1594
677804,281260,9.1620
54220,5884,9.1631
867388,62860,9.1648
177004,182428,9.1648
480140,162220,9.1650
195980,146972,9.1653
158508,508,9.1682
372876,275164,9.1698
490764,303292,9.1703
635724,628076,9.1707
120284,27228,9.1716
445772,226604,9.1719
550604,425516,9.1738
24428,58668,9.1740
531676,363756,9.1757
152652,71740,9.1782
409884,260412,9.1797
494012,285212,9.1805
550844,533612,9.1840
279996,283484,9.1841
464524,351596,9.1866
936588,441244,9.1872
616652,268428,9.1884
620716,246300,9.1888
401308,329852,9.1899
650204,264636,9.1907
831308,64844,9.1937
62732,783148,9.1939
457084,292988,9.1957
858476,269020,9.1969
949356,277804,9.1969
65996,561916,9.1976
173372,482412,9.1989
264060,187996,9.2053
455980,180252,9.2064
962396,915660,9.2072
842172,669788,9.2077
425420,676172,9.2106
179036,15484,9.2113
279100,184988,9.2116
754124,346828,9.2130
247228,8140,9.2130
284748,708348,9.2136
399948,716668,9.2148
509356,355036,9.2155
551772,824428,9.2157
178092,169580,9.2208
639068,785900,9.2214
808284,25708,9.2222
860780,251196,9.2264
296316,212396,9.2279
164492,72972,9.2296
139612,92300,9.2296
474172,25004,9.2315
37324,194380,9.2328
235244,536636,9.2343
504828,7596,9.2363
371500,263692,9.2375
869996,173276,9.2394
387964,257068,9.2414
888428,227180,9.2419
820060,648284,9.2430
673996,307340,9.2431
250556,575292,9.2433
919548,65404,9.2442
111244,982012,9.2446
556876,396124,9.2450
725644,566236,9.2470
850636,566684,9.2474
267388,169660,9.2474
101436,55660,9.2490
911836,557948,9.2517
693500,145900,9.2545
189228,308940,9.2562
828428,183036,9.2565
650108,110508,9.2565
911068,770732,9.2566
853052,937756,9.2567
691964,507228,9.2578
870108,748140,9.2597
968268,540796,9.2598
747196,287660,9.2632
610860,445820,9.2634
999276,338380,9.2637
49788,436732,9.2645
832764,914460,9.2649
723932,939276,9.2651
961324,384428,9.2658
846108,503916,9.2673
631692,468828,9.2707
687356,707532,9.2754
865084,814908,9.2762
465788,375516,9.2780
206092,185340,9.2808
365884,436156,9.2814
898828,270636,9.2815
629084,256716,9.2825
984044,855004,9.2838
281292,9516,9.2852
544364,577772,9.2876
524012,445148,9.2907
138908,126940,9.2912
356716,81004,9.2917
662012,886812,9.2927
909324,297692,9.2937
598060,452972,9.2949
386028,953900,9.2950
875772,382012,9.2961
914348,626076,9.2965
263884,127836,9.2968
795356,595132,9.2969
755452,374268,9.2981
244108,850940,9.2986
136252,85404,9.3025
740300,278876,9.3026
703948,361420,9.3030
967404,185276,9.3032
735244,758796,9.3048
258812,523548,9.3051
733836,227132,9.3052
127500,923964,9.3080
764172,9356,9.3088
164716,52732,9.3101
928972,215228,9.3116
470524,469676,9.3131
503804,246716,9.3132
350236,795772,9.3133
602284,454956,9.3134
290588,793932,9.3136
890508,534668,9.3168
624236,162988,9.3182
543852,193580,9.3206
216956,193772,9.3213
607324,748204,9.3226
869708,593452,9.3235
937260,134460,9.3247
599004,585164,9.3253
458508,47420,9.3254
36556,36140,9.3260
788604,577292,9.3278
475132,40732,9.3282
27948,257004,9.3317
454220,259660,9.3323
956796,766140,9.3324
162812,845420,9.3334
38348,237036,9.3361
346396,106460,9.3377
337100,467324,9.3386
804940,148892,9.3398
276236,262620,9.3416
65836,497308,9.3437
467964,461644,9.3458
922716,179884,9.3479
859756,80028,9.3484
296204,551308,9.3486
486060,303084,9.3542
524444,57388,9.3549
72700,214332,9.3555
742172,44,9.3559
901228,329884,9.3562
378460,841020,9.3562
903788,475932,9.3576
921468,489276,9.3587
768988,895948,9.3590
417100,128300,9.3594
444652,123260,9.3597
979004,643676,9.3623
808188,92956,9.3639
282908,115996,9.3641
180396,39900,9.3671
30476,993116,9.3694
318956,774108,9.3700
721580,613468,9.3707
406412,810380,9.3716
590028,136908,9.3736
95692,342764,9.3736
707756,112508,9.3753
621868,325164,9.3765
443676,201628,9.3774
953052,191116,9.3790
853948,212188,9.3791
106620,573852,9.3792
977580,782108,9.3807
478476,216124,9.3818
361980,412908,9.3819
895132,560140,9.3826
725596,72156,9.3840
876540,906332,9.3847
450236,30172,9.3859
261564,313452,9.3868
293740,48172,9.3868
621276,39244,9.3871
525276,2732,9.3900
906044,462972,9.3901
871484,742012,9.3906
316316,303404,9.3912
629612,106940,9.3975
305996,380284,9.3993
986188,379692,9.4000
134252,114220,9.4010
891228,590892,9.4039
555100,238700,9.4063
881612,112764,9.4067
696348,192844,9.4068
835244,378108,9.4079
717372,21100,9.4081
518268,22924,9.4086
714220,655868,9.4095
155532,124220,9.4131
665980,373868,9.4149
298636,686444,9.4198
660908,163292,9.4205
714092,638700,9.4229
360668,833580,9.4234
192076,97788,9.4250
260892,368796,9.4268
941868,903484,9.4277
529340,221628,9.4282
718156,882668,9.4289
486348,62028,9.4292
665836,720732,9.4293
495580,280908,9.4295
979116,653452,9.4300
939260,565612,9.4302
170428,11948,9.4307
457468,233916,9.4311
359724,128780,9.4337
334140,298508,9.4341
953932,374236,9.4351
644188,549100,9.4378
230524,971580,9.4392
558428,122876,9.4409
982604,212172,9.4424
946540,541692,9.4437
872540,765884,9.4447
353532,533788,9.4491
600284,573500,9.4515
359868,30492,9.4521
186012,105100,9.4523
494700,255644,9.4530
799724,256732,9.4538
18732,444556,9.4548
138988,5996,9.4549
305100,262284,9.4551
143884,48764,9.4553
692620,507964,9.4554
138396,439468,9.4562
457708,105532,9.4566
11964,421756,9.4578
408076,996076,9.4588
787868,948828,9.4614
621484,216876,9.4622
409532,456844,9.4629
590172,778012,9.4645
368268,222540,9.4650
272396,826332,9.4661
597276,555356,9.4675
834988,11244,9.4681
57292,6796,9.4685
918268,679148,9.4700
220988,75180,9.4703
305596,273228,9.4719
244444,539052,9.4726
803788,624028,9.4733
795788,514796,9.4744
128972,62636,9.4762
936460,310956,9.4817
105980,654972,9.4851
64860,61580,9.4875
442924,377116,9.4887
706796,24796,9.4889
15596,13276,9.4910
541900,355532,9.4922
632156,19628,9.4936
899900,868012,9.4937
311164,240748,9.4942
615836,516668,9.4967
104284,157932,9.4968
371180,297868,9.4971
252764,741452,9.4979
825196,774812,9.4993
78300,167548,9.5007
468172,575116,9.5031
732,233164,9.5034
394124,96940,9.5036
551868,386076,9.5049
591580,460140,9.5074
382492,110748,9.5074
725132,567308,9.5076
325916,77772,9.5087
254860,35948,9.5089
310812,446972,9.5090
614556,297740,9.5099
973228,781868,9.5099
450476,80700,9.5113
515404,750172,9.5116
619116,134556,9.5119
966876,900732,9.5126
15244,3132,9.5149
518508,252108,9.5165
928588,516748,9.5184
860764,149468,9.5187
507948,920140,9.5200
761596,515228,9.5204
497020,143676,9.5219
97868,76988,9.5221
556908,166908,9.5230
482380,107276,9.5238
455292,45548,9.5247
810508,534844,9.5249
294236,42988,9.5271
230476,227500,9.5331
316940,164828,9.5332
690556,603948,9.5345
789724,741084,9.5353
802972,488380,9.5361
502540,495404,9.5367
330668,801132,9.5370
808268,135852,9.5371
390236,69164,9.5372
79132,70636,9.5404
661436,91228,9.5416
704604,141452,9.5418
469852,629228,9.5421
64348,64220,9.5426
768572,983804,9.5427
45564,178156,9.5444
113932,91180,9.5447
804988,475804,9.5451
533388,231020,9.5457
40764,418156,9.5470
225580,8812,9.5478
807676,104108,9.5481
488364,970700,9.5481
125068,517580,9.5487
112988,309180,9.5502
641452,500412,9.5514
908396,168364,9.5523
358492,208828,9.5528
775196,481148,9.5566
752028,97292,9.5574
431372,675980,9.5579
61788,48540,9.5595
368332,579884,9.5597
841996,360876,9.5603
856156,582156,9.5639
324524,437484,9.5645
297996,177516,9.5646
980876,67340,9.5646
293388,89980,9.5660
548332,518092,9.5663
458044,114780,9.5669
345564,236780,9.5669
96092,32556,9.5681
11052,536396,9.5686
110684,437308,9.5691
173404,23628,9.5719
170716,45212,9.5753
139884,7324,9.5762
867004,380636,9.5768
431308,990396,9.5768
918412,925740,9.5779
183308,89580,9.5782
856108,358044,9.5782
301868,40332,9.5789
682076,36476,9.5803
905244,518684,9.5811
281340,23532,9.5815
989948,177052,9.5831
363260,172556,9.5834
703804,942588,9.5863
189564,109036,9.5883
19484,9132,9.5896
595436,673276,9.5915
711340,244268,9.5920
69724,44876,9.5942
308668,87196,9.5955
662764,398620,9.5973
334876,712140,9.5991
254764,131468,9.6000
846188,304284,9.6001
586956,221116,9.6015
678332,815820,9.6033
577532,51468,9.6037
310492,17180,9.6060
933740,684028,9.6083
716796,485964,9.6088
791868,342748,9.6106
557644,844524,9.6107
431356,887532,9.6130
212492,369932,9.6131
108796,694172,9.6141
819788,945884,9.6153
193372,86252,9.6155
449340,15628,9.6157
198236,764828,9.6163
948732,162508,9.6164
935148,292204,9.6167
187756,431084,9.6184
641324,787564,9.6219
49308,237340,9.6224
509436,283708,9.6244
760716,916572,9.6253
9564,1580,9.6256
625324,197436,9.6263
416732,240524,9.6265
662172,34892,9.6309
48140,102236,9.6312
742748,562812,9.6312
807340,259996,9.6329
331868,223724,9.6362
325644,108172,9.6377
635276,127948,9.6377
225500,32476,9.6402
567772,8380,9.6431
424428,130172,9.6436
85612,472460,9.6466
699308,698460,9.6475
532076,587532,9.6478
352764,241980,9.6528
130348,934332,9.6538
127580,390636,9.6543
959116,899820,9.6548
290844,737596,9.6555
891084,775564,9.6558
266668,769356,9.6568
861116,162636,9.6573
431964,101340,9.6591
301116,27404,9.6610
760812,717932,9.6610
454028,974556,9.6626
595532,163676,9.6655
642156,40396,9.6668
285532,203900,9.6679
287756,922492,9.6681
199996,96732,9.6692
986316,185596,9.6693
796508,755692,9.6695
317932,9276,9.6695
988588,454748,9.6703
65660,31868,9.6723
118268,8396,9.6724
695596,301004,9.6724
401388,253260,9.6735
864972,843612,9.6736
937772,275644,9.6736
931372,639388,9.6751
673564,636220,9.6781
842492,705052,9.6783
864748,804300,9.6784
936268,851340,9.6816
36540,18508,9.6818
384188,663356,9.6849
87436,593420,9.6852
798396,770716,9.6865
343132,46812,9.6893
881644,36444,9.6894
638716,467164,9.6894
366364,259804,9.6898
606796,421004,9.6902
675932,194860,9.6910
839852,476812,9.6916
705148,752940,9.6917
349980,243932,9.6931
877676,499820,9.6935
563692,282284,9.6944
307580,878796,9.6958
682108,87436,9.6984
175004,28188,9.6989
760620,626812,9.7008
973644,624284,9.7028
904060,195516,9.7030
480396,300492,9.7031
630028,619084,9.7040
871484,942668,9.7064
483020,85820,9.7108
223436,477036,9.7109
397628,810332,9.7117
304492,165916,9.7145
657932,636076,9.7159
313052,57180,9.7165
325660,377212,9.7171
92684,721308,9.7176
480940,787116,9.7178
610652,954140,9.7179
155116,29164,9.7189
647836,762652,9.7200
436300,741100,9.7219
748300,119100,9.7250
856348,554988,9.7281
706908,690428,9.7303
815228,141564,9.7303
799404,157964,9.7327
919500,88028,9.7327
557532,206380,9.7334
26188,20684,9.7334
754396,216828,9.7335
665596,233756,9.7353
652236,630732,9.7355
185420,113516,9.7365
259132,700892,9.7395
131708,564764,9.7398
357724,166316,9.7407
219708,188684,9.7421
640012,985164,9.7428
16988,13340,9.7443
638252,454396,9.7470
317628,55324,9.7479
387868,965116,9.7490
101292,152828,9.7502
969756,148572,9.7514
20796,15004,9.7517
588156,431980,9.7534
596908,893068,9.7543
939276,412364,9.7570
58268,24348,9.7589
955756,509468,9.7591
762300,902348,9.7598
499484,479484,9.7601
103884,692684,9.7624
207772,205180,9.7627
406508,52076,9.7634
383148,262316,9.7648
225276,14684,9.7654
710332,445836,9.7674
753100,656764,9.7679
707996,446812,9.7696
200620,604748,9.7713
130764,934188,9.7722
157308,498492,9.7730
724412,409692,9.7739
29372,5004,9.7742
113228,14396,9.7756
482524,373756,9.7760
326124,116460,9.7766
534668,705596,9.7778
604332,238652,9.7795
325660,863148,9.7807
125996,79484,9.7814
245180,209660,9.7815
19948,3036,9.7831
18620,6108,9.7888
72796,68508,9.7902
99356,539740,9.7936
459644,357548,9.7949
613420,650428,9.7969
781932,893596,9.7979
647612,774140,9.7987
380204,54604,9.8001
315244,109372,9.8011
160860,31564,9.8035
999740,437868,9.8042
252140,953836,9.8049
348780,13372,9.8063
949436,271148,9.8105
229900,207372,9.8110
751724,196396,9.8139
849308,479916,9.8148
133484,52124,9.8163
323004,50060,9.8167
941148,695532,9.8190
944812,702748,9.8192
590588,23052,9.8199
352204,305212,9.8200
21164,4060,9.8217
951740,916828,9.8220
349196,470252,9.8246
7356,828,9.8248
159148,299628,9.8250
987324,373484,9.8262
114188,526668,9.8263
439836,51692,9.8273
404252,525548,9.8278
473916,352412,9.8288
872364,469708,9.8292
485420,76684,9.8299
495132,115132,9.8300
